#,FOIAID,name,active,agency,official name,npi,station number,state,facility type,visn,parent,taxonomy
2125,4-2125,ATL-PRRTP,False,VA,,,508PA,GEORGIA,PRRTP,VISN 7,ATLANTA VAMC,
2126,4-2126,MADIGAN ARMY MEDICAL CENTER,False,ARMY,PUGET SOUND HEALTH CARE SYSTEM - MADIGAN ARMY MEDICAL CENTER,,663DO,WASHINGTON,USAH,VISN 20,PUGET SOUND HCS,
2127,4-2127,SACO MAINE CBOC,False,VA,SACO MAINE CBOC,1710929369,402GD,MAINE,CBOC,VISN 1,TOGUS MAINE VAMC,Ambulatory Health Care Facilities
2128,4-2128,TUSKEGEE-NHC,False,VA,,,6199AB,ALABAMA,NHC,VISN 7,CENTRAL ALABAMA HCS,
2129,4-2129,WAL-PRRTP,False,VA,NURSING HOME,,687PA,WASHINGTON,PRRTP,VISN 20,WALLA WALLA VAMC,
2130,4-2130,BYHALIA CBOC,False,VA,BYHALIA, MS CBOC,1194778357,614GC,MISSISSIPPI,CBOC,VISN 9,MEMPHIS VAMC,Ambulatory Health Care Facilities
2131,4-2131,MEM-PRRTP,False,VA,MEMPHIS, TN PRRTP,,614PA,TENNESSEE,PRRTP,VISN 9,MEMPHIS VAMC,
2132,4-2132,CIN-PRRTP,False,VA,CIN-PRRTP,,539PA,OHIO,PRRTP,VISN 10,CINCINNATI,
2133,4-2133,JACKSON PRRTP,False,VA,JACKSON PRRTP,,586PA,MISSISSIPPI,PRRTP,VISN 16,JACKSON VAMC,
2134,4-2134,ZZ DAVID GRANT MEDICAL CENTER,True,VA,DAVID GRANT MEDICAL CENTER,,612CZ,CALIFORNIA,OPC,,,
2135,4-2135,ZZ DAY TREATMENT CENTER,True,VA,DAY TREATMENT CENTER,,612GA,CALIFORNIA,OPC,,,
2136,4-2136,ZZ OAKLAND SATP,True,VA,OAKLAND SATP,,612GB,CALIFORNIA,OPC,,,
2137,4-2137,PERRY POINT PRRTP,False,VA,PERRY POINT PRRTP,,512PC,MARYLAND,PRRTP,VISN 5,MARYLAND HCS (512),
2138,4-2138,ZZ BALTIMORE PRRP,True,VA,BALTIMORE PRRP,,512PD,MARYLAND,PRRTP,,,
2139,4-2139,DANBURY CBOC,False,VA,DANBURY,1285686147,689GE,CONNECTICUT,CBOC,VISN 1,CONNECTICUT HCS,Ambulatory Health Care Facilities
2140,4-2140,SOMERSET CBOC,False,VA,VA OUTPATIENT CLINIC SOMERSET,1003855966,596GA,KENTUCKY,CBOC,VISN 9,LEXINGTON-LD VAMC,Ambulatory Health Care Facilities
2141,4-2141,STATE HOME TX,False,VA,Temple, Tx  NHC,,674DT,TEXAS,NHC,VISN 17,CENTRAL TEXAS HCS,
2142,4-2142,ALLIANCE,False,VA,ALLIANCE,1376594564,568HC,NEBRASKA,CBOC,VISN 23,BLACK HILLS HCS,Ambulatory Health Care Facilities
2143,4-2143,NJH-DOMICILIARY,False,VA,NEW JERSEY HEALTH CARE SYSTEM DOMICILIARY,,561BU,NEW JERSEY,DOM,VISN 3,EAST ORANGE-VA NEW JERSEY HCS,
2144,4-2144,BATAVIA PRRP,False,VA,,,5284PA,NEW YORK,PRRTP,VISN 2,UPSTATE NEW YORK HCS,
2145,4-2145,ALBANY PRRTP,False,VA,ALBANY PRRTP,,528PD,NEW YORK,PRRTP,VISN 2,ALBANY, NY VAMC,
2146,4-2146,SALT LAKE CITY PRRTP,False,VA,VA SALT LAKE CITY PRRTP (660PA),,660PA,UTAH,PRRTP,VISN 19,SALT LAKE CITY HCS,
2147,4-2147,MPD-PRRTP,False,VA,PALO ALTO HEALTH CARE SYSTEM - MPD-PRRTP DIVSION,,640PB,CALIFORNIA,PRRTP,VISN 21,PALO ALTO HCS,
2148,4-2148,SALINA CBOC WICHITA,False,VA,SALINA CBOC WICHITA,1235171117,589GW,KANSAS,CBOC,VISN 15,VA HEARTLAND - WEST, VISN 15,Ambulatory Health Care Facilities
2149,4-2149,TUSKEGEE PRRTP,False,VA,CENTRAL ALABAMA HCS - PRRTP,,619PA,ALABAMA,PRRTP,VISN 7,CENTRAL ALABAMA HCS,
2150,4-2150,MEXICO CBOC (MO),False,VA,MEXICO CBOC (MO),1033156864,589GX,MISSOURI,CBOC,VISN 15,VA HEARTLAND - WEST, VISN 15,Ambulatory Health Care Facilities
2151,4-2151,PAD-PRRTP,False,VA,PALO ALTO HEALTH CARE SYSTEM - PAD-PRRTP DIVSION,,640PA,CALIFORNIA,PRRTP,VISN 21,PALO ALTO HCS,
2152,4-2152,NEOSHO RC&V,False,VA,,,200AA,MISSOURI,RPC,,,
2153,4-2153,CHICAGO CDC,False,VA,,,200BA,ILLINOIS,DPC,,,
2154,4-2154,PHILADELPHIA CDC,False,VA,,,200BB,PENNSYLVANIA,DPC,,,
2155,4-2155,KANSAS VETERANS HOME-WI,False,OTHER,KANSAS VETERANS HOME-WI,,589DZ,KANSAS,SVH,VISN 15,VA HEARTLAND - WEST, VISN 15,
2156,4-2156,SALINA CBOC TOPEKA,False,VA,SALINA CBOC TOPEKA,1184662637,589G6,KANSAS,CBOC,VISN 15,VA HEARTLAND - WEST, VISN 15,Ambulatory Health Care Facilities
2157,4-2157,LOWELL VCCC,False,VA,LOWELL VCCC 518GD,1104872472,518GD,MASSACHUSETTS,CBOC,VISN 1,BEDFORD VAMC,Ambulatory Health Care Facilities
2158,4-2158,WINCHENDON,False,VA,WINCHEDON 518GC,1093746356,518GC,MASSACHUSETTS,CBOC,VISN 1,BEDFORD VAMC,Ambulatory Health Care Facilities
2159,4-2159,FRANK TEJEDA TX STATE VET HOME,False,OTHER,FRANK M TEJEDA TEXAS STATE VETERANS HOME,,671DT,TEXAS,SVH,VISN 17,SOUTH TEXAS HCS,
2160,4-2160,CLYDE W COSPER SVH,False,OTHER,NORTH TEXAS HEALTH CARE SYSTEM - COSPER SVH,,549DT,TEXAS,SVH,VISN 17,NORTH TEXAS HCS,
2161,4-2161,LAMUN LUSK SANCHEZ ST VET HOME,False,OTHER,LLS-SVH,,519DT,TEXAS,SVH,VISN 18,WEST TEXAS HCS,
2162,4-2162,FORT HOWARD CBOC,False,VA,FORT HOWARD CBOC,,512GF,MARYLAND,CBOC,VISN 5,MARYLAND HCS (512),
2163,4-2163,VETERANS HOME OF CALIFORNIA,False,OTHER,VETERANS HOME OF CALIFORNIA,,664DT,CALIFORNIA,SVH,VISN 22,SAN DIEGO HCS,
2164,4-2164,PASADENA CBOC,False,VA,PASADENA CBOC,1598703969,691GO,CALIFORNIA,CBOC,VISN 22,WEST LA VAMC,Ambulatory Health Care Facilities
2165,4-2165,CAMERON CBOC,False,VA,CAMERON CBOC,1518918127,589GZ,MISSOURI,CBOC,VISN 15,VA HEARTLAND - WEST, VISN 15,Ambulatory Health Care Facilities
2166,4-2166,WARRENSBURG CBOC,False,VA,WARRENSBURG MO CBOC,1609818459,589G1,MISSOURI,CBOC,VISN 15,VA HEARTLAND - WEST, VISN 15,Ambulatory Health Care Facilities
2167,4-2167,SAN ANTONIO PRRTP,False,OTHER,SAN ANTONIO PRRTP,,671PA,TEXAS,PRRTP,VISN 17,SOUTH TEXAS HCS,
2168,4-2168,OFFICE OF RESOLUTION MGMT,False,,,,705,DISTRICT OF COLUMBIA,OTHER,,,
2169,4-2169,KENOSHA CBOC,False,VA,KENOSHA CBOC,1144276064,556GD,WISCONSIN,CBOC,VISN 12,NORTH CHICAGO VAMC,Ambulatory Health Care Facilities
2170,4-2170,HEALTH REVENUE CENTER,False,,,,702,,OTHER,,,
2171,4-2171,CHEYENNE NHCU,False,VA,CHEYENNE NHCU,,4429AA,WYOMING,NHC,VISN 19,CHEYENNE VAMC,
2172,4-2172,FT. STOCKTON CBOC,False,VA,FT. STOCKTON CBOC,1891740098,519GD,TEXAS,CBOC,VISN 18,WEST TEXAS HCS,Ambulatory Health Care Facilities
2173,4-2173,SALEM, OR CBOC,False,VA,SALEM, OR CBOC,1376581371,648GB,OREGON,CBOC,VISN 20,PORTLAND (OR) VAMC,Ambulatory Health Care Facilities
2174,4-2174,WISCONSIN STATE VETERANS HOME,False,VA,Wisconsin State Veterans Home,,695DT,WISCONSIN,SVH,VISN 12,MILWAUKEE VAMC,
2175,4-2175,VBA TIGER TEAM 324,False,VA,,,324,OHIO,RO,,,
2176,4-2176,WESTERN KENTUCKY SVH,False,OTHER,WESTERN KENTUCKY SVH,,657EA,ILLINOIS,SVH,VISN 15,MARION IL VAMC,
2177,4-2177,HDR (Available Soon),False,,AUSTIN HEALTH DATA REPOSITORY (HDR),,200HD,TEXAS,OTHER,,,
2178,4-2178,FORT MONMOUTH, NJ CBOC,False,VA,FORT MONMOUTH CBOC,1215982772,561GI,NEW JERSEY,CBOC,VISN 3,EAST ORANGE-VA NEW JERSEY HCS,Ambulatory Health Care Facilities
2179,4-2179,MENLO PARK VA NHC,False,,,,6409AC,CALIFORNIA,NHC,VISN 21,PALO ALTO HCS,
2180,4-2180,ANDERSON (STATE HOME) ,False,,,,5449AG,SOUTH CAROLINA,STNB,VISN 7,COLUMBIA, SC VAMC,
2181,4-2181,GUAYAMA CBOC,False,VA,GUAYAMA VETERANS CLINIC,1851331557,672GE,PUERTO RICO,CBOC,VISN 8,SAN JUAN VAMC,Ambulatory Health Care Facilities
2182,4-2182,ZZ PERRY POINT CWT/TR,True,VA,PERRY POINT COMP WORK THERAPY/TR,,512PE,MARYLAND,OTHER,,,
2183,4-2183,BIRMINGHAM PRRTP,False,VA,BIRMINGHAM PRRTP,,521PA,ALABAMA,PRRTP,VISN 7,BIRMINGHAM VAMC,
2184,4-2184,MOREHEAD CITY CBOC,False,VA,MOREHEAD CITY CBOC,1023056488,558GC,NORTH CAROLINA,CBOC,VISN 6,DURHAM VAMC,Ambulatory Health Care Facilities
2185,4-2185,WICHITA NON-VA HOSP (CIVH),False,OTHER,WICHITA (CIVIL/PUBLIC),,589DQ,KANSAS,CIVH,VISN 15,WICHITA VAMC,
2186,4-2186,MARION HOSPITAL (CIVIL/PUBLIC),False,VA,MARION IL HOSPITAL (657DP) (CIVIL/PUBLIC),,657DP,ILLINOIS,CIVH,VISN 15,MARION IL VAMC,
2187,4-2187,CHARLOTTE HALL STATE VET HOME,False,VA,CHARLOTTE HALL STATE VET HOME,,688DV,DISTRICT OF COLUMBIA,SVH,VISN 5,WASHINGTON,
2188,4-2188,CHARLOTTE HALL CBOC,False,VA,CHAROLOTTE HALL CBOC,1649218165,688GD,DISTRICT OF COLUMBIA,CBOC,VISN 5,WASHINGTON,Ambulatory Health Care Facilities
2189,4-2189,WASHINGTON STATE VET HOME,False,VA,WASHINGTON STATE VETERANS HOME,,668DU,WASHINGTON,SVH,VISN 20,SPOKANE VAMC,
2190,4-2190,NEW YORK STATE VET HOME,False,OTHER,NEW YORK STATE VETERANS HOME,,620DT,NEW YORK,SVH,VISN 3,HUDSON VALLEY HCS VAMC,
2191,4-2191,DELAWARE VALLEY STATE VET HOME,False,OTHER,DELAWARE VALLEY STATE VET HOME,,642DT,PENNSYLVANIA,SVH,VISN 4,PHILADELPHIA, PA VAMC,
2192,4-2192,LYNWOOD CBOC,False,VA,LYNWOOD CBOC,1770524530,691GN,CALIFORNIA,CBOC,VISN 22,WEST LA VAMC,Ambulatory Health Care Facilities
2193,4-2193,GREEN BAY CBOC,False,VA,Green Bay CBOC,1003861014,695GD,WISCONSIN,CBOC,VISN 12,MILWAUKEE VAMC,Ambulatory Health Care Facilities
2194,4-2194,NCA CENTRALIZED TRAINING FCLTY,False,,NATIONAL CEMETERY ADMINISTRATION CENTRALIZED TRAINING FACILITY,,767,MISSOURI,EES,,,
2195,4-2195,EASTERN KENTUCKY VET CENTER,False,VA,EASTERN KENTUCKY VETERANS CENTER,,596DU,KENTUCKY,VET CENTER,VISN 9,LEXINGTON-LD VAMC,
2196,4-2196,MENA AR (CBOC),False,VA,MENA, AR (CBOC),1861439697,598GD,ARKANSAS,CBOC,VISN 16,CENTRAL ARKANSAS HCS,Ambulatory Health Care Facilities
2197,4-2197,KERRVILLE NHC,False,,,,6719AB,TEXAS,NHC,VISN 17,KERRVILLE,
2198,4-2198,DOTHAN MENTAL HEALTH CLINIC,False,,,,619GC,ALABAMA,CBOC,VISN 7,CENTRAL ALABAMA HCS,
2199,4-2199,MARLIN CBOC,False,,,1356398192,674GE,TEXAS,CBOC,VISN 17,CENTRAL TEXAS HCS,Ambulatory Health Care Facilities
2200,4-2200,LAKESIDE CBOC,False,VA,LAKESIDE CBOC,1639126535,537GD,ILLINOIS,CBOC,VISN 12,JESSE BROWN VAMC,Ambulatory Health Care Facilities
2201,4-2201,ZZCMB CBOC DO NOT USE,True,,,,586gf,MISSISSIPPI,CBOC,,,
2202,4-2202,COLUMBUS CBOC,False,VA,COLUMBUS,1295787364,586GF,MISSISSIPPI,CBOC,VISN 16,JACKSON VAMC,Ambulatory Health Care Facilities
2203,4-2203,PATERSON CBOC,False,VA,PATERSON CBOC,1861439242,561GJ,NEW JERSEY,CBOC,VISN 3,EAST ORANGE-VA NEW JERSEY HCS,Ambulatory Health Care Facilities
2204,4-2204,WARSAW CBOC,False,VA,WARSAW,1669412482,528J1,NEW YORK,CBOC,VISN 2,UPSTATE NEW YORK HCS,Ambulatory Health Care Facilities
2205,4-2205,BALTIMORE PRRTP,False,,,,512PA,MARYLAND,PRRTP,VISN 5,BALTIMORE MD VAMC,
2206,4-2206,HOUMA CBOC,False,VA,HOUMA CBOC,1245286277,629GA,LOUISIANA,CBOC,VISN 16,SE Louisiana Veterans HCS,Ambulatory Health Care Facilities
2207,4-2207,FREEPORT CBOC,False,,,,607GF,ILLINOIS,CBOC,VISN 12,MADISON, WI VA HOSP,
2208,4-2208,AUSTIN MHV,False,,,,200MH,TEXAS,OTHER,,,
2209,4-2209,AUSTIN PSIM,False,,,,200PS,TEXAS,OTHER,,,
2210,4-2210,SALEM MO CBOC,False,VA,SALEM MO MOBILE OUTREACH CLINIC (657GN),1033151980,657GN,MISSOURI,CBOC,VISN 15,ST. LOUIS MO VAMC-JC DIVISION,Ambulatory Health Care Facilities
2211,4-2211,OHIO VETERANS HOME GEORGETOWN,False,,,,539DT,OHIO,SVH,VISN 10,CINCINNATI,
2212,4-2212,VINE HILL CBOC,False,VA,Vine Hill CBOC,1619917440,626GI,TENNESSEE,CBOC,VISN 9,TENNESSEE VALLEY HCS,Ambulatory Health Care Facilities
2213,4-2213,MEMPHIS SOUTH CLINIC (CBOC),False,,,1003859588,614GF,TENNESSEE,CBOC,VISN 9,MEMPHIS VAMC,Ambulatory Health Care Facilities
2214,4-2214,DUPONT CBOC,False,VA,VA Healthcare Center, Dupont,1518910025,603GD,KENTUCKY,CBOC,VISN 9,LOUISVILLE, KY VAMC,Ambulatory Health Care Facilities
2215,4-2215,NEWBURG CBOC,False,VA,VA Healthcare Center, Newburg,1750320735,603GE,KENTUCKY,CBOC,,,Ambulatory Health Care Facilities
2216,4-2216,VET HEALTH CLINIC (GLOUCESTER),False,,,1669426086,642GD,NEW JERSEY,CBOC,VISN 4,PHILADELPHIA, PA VAMC,Ambulatory Health Care Facilities
2217,4-2217,LAWTON FT. SILL VET CENTER,False,VA,LAWTON FT. SILL VET CENTER,,635DZ,OKLAHOMA,SVH,VISN 16,OKLAHOMA CITY VAMC,
2218,4-2218,NORTHAMPTON COUNTY CLINIC,False,,,,693GG,PENNSYLVANIA,CBOC,VISN 4,WILKES-BARRE VAMC,
2219,4-2219,VENANGO COUNTY CLINIC,False,,,,562GD,PENNSYLVANIA,CBOC,VISN 4,ERIE VAMC,
2220,4-2220,WARREN COUNTY CLINIC,False,,,,562GE,PENNSYLVANIA,CBOC,VISN 4,ERIE VAMC,
2221,4-2221,ZZRAVENA ENTERED IN ERROR,True,,,,561GK,OHIO,CBOC,,,
2222,4-2222,MARION CBOC,False,,,,757GC,OHIO,CBOC,VISN 10,COLUMBUS VAMC,
2223,4-2223,NEW PHILADELPHIA CBOC,False,,,,541GJ,OHIO,CBOC,VISN 10,CLEVELAND VAMC,
2224,4-2224,RAVENNA CBOC,False,,,,541GK,OHIO,CBOC,VISN 10,CLEVELAND VAMC,
2225,4-2225,COVINGTON CBOC,False,,,1154374726,614GE,TENNESSEE,CBOC,VISN 9,MEMPHIS VAMC,Ambulatory Health Care Facilities
2226,4-2226,TELEHEALTH HEALTH HERO,False,,,,200T1,TEXAS,OTHER,,,
2227,4-2227,TELEHEALTH AMD,False,,,,200T2,TEXAS,OTHER,,,
2228,4-2228,TELEHEALTH CAREMATIX,False,,,,200T3,TEXAS,OTHER,,,
2229,4-2229,TELEHEALTH VITEL NET,False,,,,200T4,TEXAS,OTHER,,,
2230,4-2230,TELEHEALTH VITERION,False,,,,200T5,TEXAS,OTHER,,,
2231,4-2231,TELEHEALTH AMERICAN TELECARE,False,,TELEHEALTH AMERICAN TELECARE INC (ATI),,200T6,TEXAS,OTHER,,,
2232,4-2232,GALVESTON COUNTY CBOC,False,,Galveston County CBOC,,580GC,TEXAS,CBOC,VISN 16,HOUSTON VAMC,
2233,4-2233,UNIONTOWN CBOC,False,VA,UNIONTOWN CBOC,,646GE,PENNSYLVANIA,CBOC,VISN 4,PITTSBURGH (UD), PA VAMC,
2234,4-2234,VENANGO COUNTY CBOC ,False,,,,529GE,PENNSYLVANIA,CBOC,VISN 4,BUTLER,
2235,4-2235,LEXINGTON PRRTP,False,VA,LEXINGTON PRRTP,,596PA,KENTUCKY,PRRTP,VISN 9,LEXINGTON-LD VAMC,
2236,4-2236,TUSCALOOSA PRRTP,False,VA,TUSCALOOSA PRRTP,,679PA,ALABAMA,PRRTP,VISN 7,,
2237,4-2237,VILLAGES CBOC,False,VA,VA community Based Outpatient Clinic,,573GI,FLORIDA,CBOC,VISN 8,N. FLORIDA_S. GEORGIA VHS,
2238,4-2238,CLIFFORD SIMS SVH,False,,,,520DT,MISSISSIPPI,SVH,VISN 16,BILOXI VAMC,
2239,4-2239,WASHINGTON CWT/TR,False,,,,688PA,DISTRICT OF COLUMBIA,OTHER,VISN 5,WASHINGTON,
2240,4-2240,EASTERN DUTCHESS CBOC,False,,,,620GH,NEW YORK,CBOC,VISN 3,HUDSON VALLEY HCS VAMC,
2241,4-2241,CONSOLIDATED PATIENT ACCT CNTR,False,,,,730,NORTH CAROLINA,OTHER,,,
2242,4-2242,HOT SPRINGS NHC,False,,,,5689AB,SOUTH DAKOTA,NHC,VISN 23,BLACK HILLS HCS,
2243,4-2243,JESSE BROWN NHCU,False,,,,5379AA,ILLINOIS,NHC,VISN 12,JESSE BROWN VAMC,
2244,4-2244,DOUGLAS JACOBSON SVH,False,,,,516DT,FLORIDA,SVH,VISN 8,BAY PINES VA HCS,
2245,4-2245,GOOSE CREEK CBOC,False,,,,534GD,SOUTH CAROLINA,CBOC,VISN 7,CHARLESTON VAMC,
2246,4-2246,HANSON CBOC,False,VA,HANSON CBOC (657GO),,657GO,KENTUCKY,CBOC,VISN 15,MARION IL VAMC,
2247,4-2247,SAN BRUNO CBOC,False,,SAN BRUNO CBOC,,662GE,CALIFORNIA,CBOC,VISN 21,SAN FRANCISCO VAMC,
2248,4-2248,TUSCALOOSA HOMELESS DOM,False,VA,TUSCALOOSA HOMELESS DOM,,679BU,ALABAMA,DOM,VISN 7,,
2249,4-2249,ROCK SPRINGS CBOC,False,,ROCK SPRINGS CBOC,,666GF,WYOMING,CBOC,VISN 19,SHERIDAN, WY VAMC,
2250,4-2250,ZZ ALEX-BROPC,True,,VA Baton Rouge Outpatient Clinic,,502GC,LOUISIANA,OPC,,,
2251,4-2251,ZZ ALEX-HOUMA CBOC,True,,HOUMA CBOC,,502GD,LOUISIANA,CBOC,,,
2252,4-2252,SW LOUISIANA WAR VET HOME,False,,SOUTHWEST LOUISIANA WAR VETERANS HOME,,502DT,LOUISIANA,SVH,VISN 16,ALEXANDRIA VAMC,
2253,4-2253,JACKSON MS STATE VET HOME,False,,JACKSON MS STATE VETERANS HOME,,586DT,MISSISSIPPI,SVH,VISN 16,JACKSON VAMC,
2254,4-2254,COLLINS MS STATE VET HOME,False,,COLLINS MISSISSIPPI STATE VET HOME,,586DU,MISSISSIPPI,SVH,VISN 16,LEXINGTON-LD VAMC,
2255,4-2255,KOSCIUSKO MS STATE VET HOME,False,,KOSCIUSKO MS STATE VET HOME,,586DV,MISSISSIPPI,SVH,VISN 16,JACKSON VAMC,
2256,4-2256,ALBUQUERQUE SARRTP,False,,ALBUQUERQUE SUBSTANCE ABUSE REHAB TREATMENT PROG,,501PB,NEW MEXICO,SARRTP,VISN 18,NEW MEXICO HCS,
2257,4-2257,BLIND REHAB SYSTEM (AUSTIN),False,,BLIND REHABILITATION SYSTEM,,200BR,TEXAS,OTHER,,,
2258,4-2258,BUTLER CWT/TR,False,,BUTLER COMP WORK THERAPY/TRANSITIONAL RES PRG,,529PB,PENNSYLVANIA,OTHER,VISN 4,BUTLER,
2259,4-2259,ENROLLMENT SYSTEM REDESIGN,False,,ENROLLMENT SYSTEM REDESIGN (ESR),,200ESR,TEXAS,OTHER,,,
2260,4-2260,MARTINSBURG CWT/TR,False,,,,613PB,WEST VIRGINIA,OTHER,VISN 5,MARTINSBURG VAMC,
2261,4-2261,NCA HUMAN RESOURCES CENTER,False,,NATIONAL CEMETERY ADMIN HRC,,768,INDIANA,OTHER,,,
2262,4-2262,ALFREDO GONZALEZ STVH,False,,ALFREDO GONZALEZ STATE VETERANS HOME,,671DU,TEXAS,SVH,VISN 17,SOUTH TEXAS HCS,
2263,4-2263,NEW HAVEN CWT/TR,False,,NEW HAVEN CWT/TR,,689PB,CONNECTICUT,OTHER,VISN 1,CONNECTICUT HCS,
2264,4-2264,MASTER VETERAN RECORDS (MVR),False,,AAC MASTER VETERAN RECORDS ,,200MVR,TEXAS,OTHER,,,
2265,4-2265,SUBSIDIARY VA DRRTP,False,,SUBSIDIARY VA DRRTP,,666BU,WYOMING,DOM,VISN 19,SHERIDAN, WY VAMC,
2266,4-2266,JUANA DIAZ SVH,False,,JUANA DIAZ STATE VET HOME,,672DT,PUERTO RICO,SVH,VISN 8,SAN JUAN VAMC,
2267,4-2267,MACHIAS STATE VETERANS HOME,False,,MACHIAS STATE VETERANS HOME,,402DY,MAINE,SVH,VISN 1,TOGUS MAINE VAMC,
2268,4-2268,HAMMOND CBOC,False,,HAMMOND CBOC,,629GB,LOUISIANA,CBOC,VISN 16,SE Louisiana Veterans HCS,
2269,4-2269,SLIDELL CBOC,False,,SLIDELL CBOC,,629GC,LOUISIANA,CBOC,VISN 16,SE Louisiana Veterans HCS,
2270,4-2270,ST. JOHN VA OPC,False,,ST. JOHN VA OUTPATIENT CLINIC,,629GD,LOUISIANA,CBOC,VISN 16,SE Louisiana Veterans HCS,
2271,4-2271,AMBROSIO GUILLEN TEXAS SVH,False,,AMBROSIO GUILLEN TEXAS STATE VET HOME,,756DT,TEXAS,SVH,VISN 18,EL PASO VA HCS,
2272,4-2272,SUBSIDIARY VA DRRTP,False,,SUBSIDIARY VA DRRTP,,501BU,NEW MEXICO,OTHER,VISN 18,NEW MEXICO HCS,
2273,4-2273,BESSEMER CBOC,False,,BESSEMER CBOC,,521GG,ALABAMA,CBOC,VISN 7,BIRMINGHAM VAMC,
2274,4-2274,CARL T HAYDEN SARRTP,False,,CARL T HAYDEN SARRTP,,644PB,ARIZONA,SARRTP,VISN 18,PHOENIX VAMC,
2275,4-2275,LOUISVILLE SARRTP,False,VA,LOUISVILLE SARRTP,,603PB,KENTUCKY,SARRTP,VISN 9,LOUISVILLE, KY VAMC,
2276,4-2481,NEWARK CBOC,False,,NEWARK CBOC,,757GD,OHIO,CBOC,VISN 10,COLUMBUS VAMC,
2277,4-2482,FLORENCE CBOC,False,,FLORENCE CBOC,,539GD,KENTUCKY,CBOC,VISN 10,CINCINNATI,
2278,4-2483,CAMBRIDGE CBOC (10/1/2006),False,,CAMBRIDGE CBOC,,538GE,OHIO,CBOC,VISN 10,CHILLICOTHE, OH VAMC,
2279,4-2484,ATHENS (GA) CBOC,False,,ATHENS CBOC,,509GA,GEORGIA,CBOC,VISN 7,AUGUSTA VAMC,
2280,4-2485,ORLANDO VAMC (EFF. 10/1/06),False,,ORLANDO VAMC,1609819150,675,FLORIDA,VAMC,VISN 8,,Ambulatory Health Care Facilities
2281,4-2486,ORLANDO NHCU (EFF. 10/1/06),False,,ORLANDO NHCU,,6759AB,FLORIDA,NHC,VISN 8,ORLANDO VAMC (EFF. 10_1_06),
2282,4-2487,ORLANDO DOM (EFF. 10/1/06),False,,ORLANDO DOMICILIARY,,675BU,FLORIDA,DOM,VISN 8,ORLANDO VAMC (EFF. 10_1_06),
2283,4-2488,VIERA CBOC (EFF. 10/1/06),False,,VIERA CBOC,,675GB,FLORIDA,CBOC,VISN 8,ORLANDO VAMC (EFF. 10_1_06),
2284,4-2489,KISSIMMEE CBOC (EFF. 10/1/06),False,,KISSIMMEE CBOC,,675GC,FLORIDA,CBOC,VISN 8,ORLANDO VAMC (EFF. 10_1_06),
2285,4-2490,SANFORD CBOC (EFF. 10/1/06),False,,SANFORD CBOC,,675GD,FLORIDA,CBOC,VISN 8,ORLANDO VAMC (EFF. 10_1_06),
2286,4-2491,SUN CITY PHARMACY,False,VA,SUN CITY PHARMACY,1871551986,,ARIZONA,,VISN 18,SUN CITY, AZ CBOC,Suppliers
2287,4-2492,MESA PHARMACY,False,VA,MESA PHARMACY,1477511590,,ARIZONA,,VISN 18,MESA OPC,Suppliers
2288,4-2493,MARTINEZ OPC/CREC PHARMACY,False,VA,MARTINEZ OPC/CREC PHARMACY,1114975570,,CALIFORNIA,,VISN 21,MARTINEZ OPC_CREC,Suppliers
2289,4-2494,ZZ PIERRE,True,VA,   ,,438GB,SOUTH DAKOTA,CBOC,,,
2290,4-2495,IOWA NHC,False,VA,,,6369AD,TENNESSEE,NHC,,,
2291,4-2496,ILLINOIS NHC,False,VA,,,6369AJ,TENNESSEE,NHC,,,
2292,4-2497,ST. JAMES CBOC (MO),False,VA,ST. JAMES CBOC (MO),1457394033,589GY,MISSOURI,CBOC,VISN 15,VA HEARTLAND - WEST, VISN 15,Ambulatory Health Care Facilities
2293,4-2498,ZZ ONTARIO,True,VA,,,531GF,IDAHO,CBOC,,,
2294,4-2499,UMC,False,VA,UMC,,586UMC,MISSISSIPPI,,,,
2295,4-2500,PUG-PRRTP,False,VA,PUGET SOUND HEALTH CARE SYSTEM - PRRTP DIVISION,,663PA,WASHINGTON,PRRTP,VISN 20,PUGET SOUND HCS,
2296,4-2501,AUSTIN SPINAL CORD OUTCOMES,False,,AUSTIN SPINAL CORD OUTCOMES (SCI),,200SCI,TEXAS,OTHER,,,
2297,4-2502,NEW MEXICO (SCI),False,,NEW MEXICO HCS SPINAL CORD OUTCOMES (SCI),,501SCI,NEW MEXICO,OTHER,VISN 18,NEW MEXICO HCS,
2298,4-2503,AUGUSTA SPINAL CORD OUTCOMES,False,,AUGUSTA SPINAL CORD OUTCOMES (SCI),,509SCI,GEORGIA,OTHER,VISN 7,AUGUSTA VAMC,
2299,4-2504,BOSTON SPINAL CORD OUTCOMES,False,,BOSTON SPINAL CORD OUTCOMES (SCI),,523SCI,MASSACHUSETTS,OTHER,VISN 1,BOSTON HCS VAMC,
2300,4-2505,BRONX SPINAL CORD OUTCOMES,False,,BRONX SPINAL CORD OUTCOMES (SCI),,526SCI,NEW YORK,OTHER,VISN 3,BRONX VAMC,
2301,4-2506,HUDSON VALLEY (SCI),False,,HUDSON VALLEY SPINAL CORDS OUTCOMES (SCI),,620SCI,NEW YORK,OTHER,VISN 3,HUDSON VALLEY HCS VAMC,
2302,4-2507,NORTH TX SPINAL CORD OUTCOMES,False,,NORTH TEXAS HCS SPINAL CORD OUTCOMES (SCI),,549SCI,TEXAS,OTHER,VISN 17,NORTH TEXAS HCS,
